Date,OpenPrice,HighPrice,LowPrice,ClosePrice,WAP,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-Apr-10,2620,2677.95,2620,2671.4,2660.643215,149482,6686,397718269,66264,44.33,57.95,51.4
5-Apr-10,2694,2694,2640.1,2672.9,2667.709279,92969,4401,248014264,28407,30.56,53.9,-21.1
6-Apr-10,2681,2684.9,2645,2649.5,2656.699107,46239,2612,122843110,9352,20.23,39.9,-31.5
7-Apr-10,2630,2660,2560.4,2644.05,2639.532927,122011,5311,322052052,45643,37.41,99.6,14.05
8-Apr-10,2628,2677,2628,2657.85,2660.103682,88984,4571,236706666,18137,20.38,49,29.85
9-Apr-10,2659.1,2697.9,2659.1,2678.85,2683.052576,92058,5056,246996454,22454,24.39,38.8,19.75
12-Apr-10,2685,2695.9,2652.35,2683.25,2679.410546,99224,5525,265861832,21535,21.7,43.55,-1.75
13-Apr-10,2650,2790,2635,2782.35,2726.071788,1824747,69193,4974391317,289120,15.84,155,132.35
15-Apr-10,2799,2823.8,2760,2801.55,2804.807662,417053,18288,1169753450,101813,24.41,63.8,2.55
16-Apr-10,2803,2809,2761,2785.8,2789.752751,135697,7651,378561079,12721,9.37,48,-17.2
19-Apr-10,2770,2770,2739.35,2752.2,2753.080429,85765,5013,236117943,11387,13.28,30.65,-17.8
20-Apr-10,2769,2769,2721,2724.9,2739.290416,78880,4527,216075228,11643,14.76,48,-44.1
21-Apr-10,2749,2749,2703,2716,2723.092575,67448,4653,183667148,6624,9.82,46,-33
22-Apr-10,2717,2760,2696,2718.05,2726.395266,102498,6302,279450062,9933,9.69,64,1.05
23-Apr-10,2736,2752.5,2718.05,2728.1,2734.226854,51932,3526,141993869,8775,16.9,34.45,-7.9
26-Apr-10,2747.55,2750.4,2725.1,2740.7,2739.15206,43075,1724,117988975,22828,53,25.3,-6.85
27-Apr-10,2731,2745,2724.35,2741.65,2738.867223,72761,2777,199282718,28061,38.57,20.65,10.65
28-Apr-10,2720.25,2730.6,2693.3,2700.55,2712.012361,43523,2536,118034914,9397,21.59,37.3,-19.7
29-Apr-10,2704,2720,2676.3,2706.25,2693.686619,67493,3605,181804991,8645,12.81,43.7,2.25
30-Apr-10,2719,2754,2677.8,2736.15,2721.617146,120166,6123,327045846,26771,22.28,76.2,17.15
3-May-10,2697,2719.8,2680,2694.5,2698.114973,90552,3218,244319707,43858,48.43,39.8,-2.5
4-May-10,2712,2712,2654,2666.95,2694.401542,298614,3394,804586022,252008,84.39,58,-45.05
5-May-10,2646,2697.5,2609.25,2687.8,2648.606477,218018,6750,577443887,97472,44.71,88.25,41.8
6-May-10,2675.05,2681.5,2646,2660.15,2664.46831,79693,3670,212339473,26694,33.5,35.5,-14.9
7-May-10,2631,2646,2609.1,2619.65,2627.35687,78628,3693,206583816,25668,32.64,36.9,-11.35
10-May-10,2630,2707.7,2630,2675.1,2662.787777,47615,2904,126788640,9014,18.93,77.7,45.1
11-May-10,2668,2670.8,2640,2663.15,2652.117649,179415,2803,475829688,140975,78.57,30.8,-4.85
12-May-10,2615,2696.85,2615,2681.3,2678.680129,69625,3547,186503104,11071,15.9,81.85,66.3
13-May-10,2720,2875,2680.45,2702.15,2702.196069,64518,3780,174340286,7560,11.72,194.55,-17.85
14-May-10,2690,2726.8,2631.25,2656.85,2697.02345,72496,3643,195523412,16759,23.12,95.55,-33.15
17-May-10,2636,2636,2581.2,2615.7,2599.38718,85198,4576,221462589,14139,16.6,54.8,-20.3
18-May-10,2621.55,2633.7,2586,2623,2616.837923,66968,3908,175244402,8328,12.44,47.7,1.45
19-May-10,2625,2649.9,2595,2603.1,2625.00477,65831,4204,172806689,6661,10.12,54.9,-21.9
20-May-10,2616,2631.9,2590,2600.4,2605.748852,91894,3676,239452685,36384,39.59,41.9,-15.6
21-May-10,2565,2600,2550,2586.15,2586.022161,72019,2997,186242730,28137,39.07,50,21.15
24-May-10,2630,2630,2584.4,2596.75,2604.460758,89101,2238,232060058,52107,58.48,45.6,-33.25
25-May-10,2582,2582,2510,2533.3,2541.136381,89184,3833,226628707,38703,43.4,72,-48.7
26-May-10,2565.05,2630,2555.2,2618.7,2594.679464,52643,3652,136591711,10933,20.77,74.8,53.65
27-May-10,2624,2658,2595,2643.45,2617.659464,112825,4732,295337429,41193,36.51,63,19.45
28-May-10,2670,2683,2638,2674.9,2663.044558,82566,4535,219876937,23454,28.41,45,4.9
31-May-10,2670,2683.7,2630.35,2657.65,2657.450338,50038,3006,132973500,8504,17,53.35,-12.35
1-Jun-10,2655,2657.5,2619,2625.25,2635.606871,35019,1949,92296317,7745,22.12,38.5,-29.75
2-Jun-10,2636,2660,2629,2644.2,2640.59504,44923,2087,118623451,11323,25.21,31,8.2
3-Jun-10,2659.9,2704.8,2659.9,2697,2689.049913,60726,3311,163295245,14678,24.17,44.9,37.1
4-Jun-10,2701,2735.9,2681,2730.55,2713.729331,69971,3532,189882355,22744,32.5,54.9,29.55
7-Jun-10,2685,2690,2653.1,2672.25,2668.692616,62544,3548,166910711,9101,14.55,36.9,-12.75
8-Jun-10,2658.6,2689.8,2649.45,2655,2660.116518,170987,4769,454845343,97340,56.93,40.35,-3.6
9-Jun-10,2651,2664.7,2617.05,2627.5,2642.080056,95883,4022,253330562,35404,36.92,47.65,-23.5
10-Jun-10,2621,2654,2618,2646.95,2636.468611,59527,3176,156941067,9113,15.31,36,25.95
11-Jun-10,2670,2680,2620.35,2633.6,2660.099782,176004,4497,468188202,115347,65.54,59.65,-36.4
14-Jun-10,2650.3,2760,2650.25,2747.25,2716.286367,149504,8398,406095677,43591,29.16,109.75,96.95
15-Jun-10,2748,2757,2723.15,2736.05,2736.199035,93843,4106,256773126,28277,30.13,33.85,-11.95
16-Jun-10,2772,2774.25,2743,2766.65,2762.094796,70963,3849,196006533,13859,19.53,31.25,-5.35
17-Jun-10,2769.95,2777.05,2733,2767.3,2756.279922,57784,3090,159268879,8249,14.28,44.05,-2.65
18-Jun-10,2765,2810.7,2755,2781.55,2798.504758,172671,3724,483220615,122038,70.68,55.7,16.55
21-Jun-10,2794.1,2816,2793.5,2801.5,2805.991925,62913,3613,176533370,18798,29.88,22.5,7.4
22-Jun-10,2790,2790,2760,2768.1,2771.695612,48839,2606,135366842,9460,19.37,30,-21.9
23-Jun-10,2741,2808,2741,2798.5,2784.994472,58426,3128,162716087,9345,15.99,67,57.5
24-Jun-10,2805,2827.5,2783.7,2817.9,2803.614795,112945,5011,316654273,25860,22.9,43.8,12.9
25-Jun-10,2810,2810,2772.5,2777.75,2791.445471,45902,2986,128132930,6376,13.89,37.5,-32.25
28-Jun-10,2793,2809,2777.35,2804.35,2793.88263,29752,2047,83123596,4741,15.94,31.65,11.35
29-Jun-10,2800,2804,2767.3,2790.4,2784.530876,37246,2108,103712637,11573,31.07,36.7,-9.6
30-Jun-10,2778,2803,2733,2788.55,2763.083519,95834,4626,264797346,23599,24.62,70,10.55
1-Jul-10,2801,2801,2750.1,2767.5,2761.865041,123408,4315,340836241,73325,59.42,50.9,-33.5
2-Jul-10,2768.5,2768.5,2716,2729,2729.123041,200429,9315,546995402,92023,45.91,52.5,-39.5
5-Jul-10,2725,2750,2725,2743,2741.551852,72668,2412,199223090,32812,45.15,25,18
6-Jul-10,2745,2799.9,2745,2786.5,2775.002224,70131,4136,194613681,20889,29.79,54.9,41.5
7-Jul-10,2789,2790,2765,2781,2778.726356,156660,3528,435315271,107169,68.41,25,-8
8-Jul-10,2809,2844,2806,2825.75,2830.045589,88113,4776,249363807,28615,32.48,38,16.75
9-Jul-10,2832,2882,2832,2871.9,2868.750124,118647,5029,340368596,60512,51,50,39.9
12-Jul-10,2885,2911.55,2873,2894.95,2893.752925,136582,6929,395234562,37903,27.75,38.55,9.95
13-Jul-10,2868.5,2869.9,2785,2795.3,2809.235546,653346,34399,1835402807,152932,23.41,84.9,-73.2
14-Jul-10,2803.2,2810,2735.35,2742.3,2765.717863,239334,12869,661930319,79907,33.39,74.65,-60.9
15-Jul-10,2748,2775,2735,2758.95,2756.180812,156981,7517,432668020,44470,28.33,40,10.95
16-Jul-10,2760,2789.5,2750.4,2778.3,2770.34146,139173,7107,385556732,45848,32.94,39.1,18.3
19-Jul-10,2749,2792.3,2737.3,2770.3,2764.142861,100237,6133,277069388,27586,27.52,55,21.3
20-Jul-10,2775,2782.7,2740,2757.6,2766.75518,96087,3438,265849205,56482,58.78,42.7,-17.4
21-Jul-10,2770,2776.8,2750,2765.55,2767.84229,25902,1873,71692651,6820,26.33,26.8,-4.45
22-Jul-10,2760,2764.4,2728.6,2757.8,2744.190147,82515,5106,226436850,16880,20.46,35.8,-2.2
23-Jul-10,2786,2786,2765,2781.85,2777.12644,54935,3600,152561441,16318,29.7,21,-4.15
26-Jul-10,2790,2809,2790,2802.5,2801.626055,60402,3579,169223817,24703,40.9,19,12.5
27-Jul-10,2808,2831.9,2808,2825.25,2822.932457,67661,3926,191002433,21593,31.91,23.9,17.25
28-Jul-10,2830,2840,2815,2833.55,2826.514443,66989,2837,189345376,20495,30.59,25,3.55
29-Jul-10,2823.55,2839.5,2812.2,2834.15,2828.902761,51862,2372,146712555,22153,42.72,27.3,10.6
30-Jul-10,2823,2830,2766,2788.85,2802.15967,58984,2522,165282586,32026,54.3,64,-34.15
2-Aug-10,2781,2812,2751.05,2799.55,2795.793386,45902,2800,128332508,8635,18.81,60.95,18.55
3-Aug-10,2800,2811.95,2772.25,2784.55,2781.206249,45993,2060,127916019,13841,30.09,39.7,-15.45
4-Aug-10,2790.05,2875,2790.05,2867.8,2855.461306,128197,7001,366061573,51390,40.09,84.95,77.75
5-Aug-10,2881,2906.8,2867.8,2873.4,2890.390772,77590,3854,224265420,26207,33.78,39,-7.6
6-Aug-10,2863,2889,2852.25,2864.05,2869.132823,74219,3301,212944169,12824,17.28,36.75,1.05
9-Aug-10,2854,2883,2835.05,2873.15,2859.72993,68960,3549,197206976,14427,20.92,47.95,19.15
10-Aug-10,2861.25,2861.25,2820,2832.65,2835.159066,60585,3131,171768112,11762,19.41,41.25,-28.6
11-Aug-10,2836,2852,2800.15,2810.8,2819.16262,49133,2640,138513917,7933,16.15,51.85,-25.2
12-Aug-10,2790,2790,2759,2778.6,2774.552818,118737,3726,329442078,57040,48.04,31,-11.4
13-Aug-10,2777,2798,2757,2780.2,2773.823967,160248,3460,444499743,97658,60.94,41,3.2
16-Aug-10,2760,2775.9,2750,2759.5,2761.353912,94515,3257,260989365,45884,48.55,25.9,-0.5
17-Aug-10,2760,2775,2730,2752.3,2751.302701,67304,2903,185173677,24258,36.04,45,-7.7
18-Aug-10,2765.1,2815.5,2758.15,2805.15,2780.003365,68657,3192,190866691,30040,43.75,57.35,40.05
19-Aug-10,2820,2820,2785,2804.1,2806.699403,52083,2602,146181325,14661,28.15,35,-15.9
20-Aug-10,2785,2795.4,2758.55,2769.2,2766.677583,59665,2975,165073818,29498,49.44,36.85,-15.8
23-Aug-10,2761,2806.8,2760,2792.35,2793.316498,39223,2152,109562253,12553,32,46.8,31.35
24-Aug-10,2785,2792.35,2756,2765.5,2766.736188,47530,1991,131502971,19443,40.91,36.35,-19.5
25-Aug-10,2760,2788,2755,2771.85,2776.434982,37236,2108,103383333,7673,20.61,33,11.85
26-Aug-10,2778,2778,2748,2763.5,2760.889665,47555,2306,131294108,15685,32.98,30,-14.5
27-Aug-10,2757,2757,2690,2708.85,2710.509096,79702,4503,216032996,32296,40.52,67,-48.15
30-Aug-10,2722,2738.1,2666,2696,2688.709195,66615,3824,179108363,20401,30.63,72.1,-26
31-Aug-10,2680,2718,2675,2707.1,2694.042425,60366,3435,162628565,11676,19.34,43,27.1
1-Sep-10,2707,2783.15,2707,2775.75,2751.443111,88066,4167,242308589,31674,35.97,76.15,68.75
2-Sep-10,2777.1,2790,2745.2,2750.65,2756.603501,41932,2232,115589898,11088,26.44,44.8,-26.45
3-Sep-10,2765,2802,2763,2771.65,2784.987439,45059,2735,125488749,10267,22.79,39,6.65
6-Sep-10,2770,2840,2770,2831.5,2822.094294,75466,3836,212972168,29964,39.71,70,61.5
7-Sep-10,2822.9,2867,2809,2855.55,2835.829826,107067,4344,303623792,47258,44.14,58,32.65
8-Sep-10,2855,2878.25,2827,2872.05,2858.692022,87925,4403,251350496,18390,20.92,51.25,17.05
9-Sep-10,2872,2895.9,2859.25,2891.3,2882.073555,82428,3868,237563559,21188,25.7,36.65,19.3
13-Sep-10,2908,2943,2835,2935.5,2927.497709,136389,5502,399278485,68555,50.26,108,27.5
14-Sep-10,2940,3000,2937,2975.95,2979.305146,135961,6177,405069307,56195,41.33,63,35.95
15-Sep-10,2952.55,3059,2952.55,3050.15,3030.224797,231040,9967,700103137,99426,43.03,106.45,97.6
16-Sep-10,3015.55,3028,2961.35,2967.8,2984.307719,122573,4645,365795550,57464,46.88,66.65,-47.75
17-Sep-10,2995.1,3010,2966,2974.1,2991.408733,82604,4090,247102327,15149,18.34,44,-21
20-Sep-10,2985,3012,2976,3005.9,2996.259096,80553,2902,241357659,28529,35.42,36,20.9
21-Sep-10,3015.2,3065,2995,3058.5,3034.58648,144102,7036,437289981,50077,34.75,70,43.3
22-Sep-10,3062,3066,2994.2,3007.3,3013.635423,83324,4260,251108158,35771,42.93,71.8,-54.7
23-Sep-10,3009,3025,2974.9,3014.25,3004.821001,79185,4339,237936751,23256,29.37,50.1,5.25
24-Sep-10,3000,3048,2942.25,3040.65,3023.356477,85941,4295,259830279,18904,22,105.75,40.65
27-Sep-10,3050,3060,3016.45,3025.45,3040.214865,54546,2669,165831560,14661,26.88,43.55,-24.55
28-Sep-10,3014,3029,3003,3016.65,3013.318592,33827,2149,101931528,7161,21.17,26,2.65
29-Sep-10,3031,3075,3003.35,3029.2,3026.536298,58158,3149,176017298,15122,26,71.65,-1.8
30-Sep-10,3026.3,3060,3010.15,3041,3029.20752,72928,2991,220914046,28416,38.96,49.85,14.7
1-Oct-10,3044,3109.8,3026.35,3103.4,3083.859536,102453,5470,315950661,34065,33.25,83.45,59.4
4-Oct-10,3115,3162,3063,3076.7,3115.142515,91338,4574,284530887,26607,29.13,99,-38.3
5-Oct-10,3103.8,3109,3070,3084.05,3090.296233,229954,2597,710625980,13966,6.07,39,-19.75
6-Oct-10,3123.7,3123.7,3079,3101.7,3100.220004,42072,2458,130432456,8987,21.36,44.7,-22
7-Oct-10,3089,3096.7,3050,3055.25,3068.996876,139553,2423,428287721,21689,15.54,46.7,-33.75
8-Oct-10,3056.2,3086.35,3037.35,3077.4,3063.865658,52828,2889,161857895,8687,16.44,49,21.2
11-Oct-10,3084,3100,3058.1,3071.35,3074.550869,32033,1883,98487088,7574,23.64,41.9,-12.65
12-Oct-10,3058.1,3084,3031.4,3074.9,3071.155408,69855,2689,214535561,18285,26.18,52.6,16.8
13-Oct-10,3090,3160.9,3075.3,3151.2,3130.009532,154218,7030,482703810,63713,41.31,85.6,61.2
14-Oct-10,3150,3228,3150,3184.25,3198.599856,249413,7196,797772386,52993,21.25,78,34.25
15-Oct-10,3205.1,3249,3065.4,3076.15,3123.587108,536855,24823,1676913357,136249,25.38,183.6,-128.95
18-Oct-10,3060,3115,3043,3107,3086.728401,182331,10180,562806276,40267,22.08,72,47
19-Oct-10,3107,3110,3007,3012.3,3040.673791,317180,13273,964440913,90041,28.39,103,-94.7
20-Oct-10,3007,3044.8,2995,3019.25,3025.982495,91860,4913,277966752,22706,24.72,49.8,12.25
21-Oct-10,3008,3038,2980,3033.15,3008.562928,117166,6909,352501284,21674,18.5,58,25.15
22-Oct-10,3039.7,3084,3015,3053.25,3059.176586,111068,6464,339776625,26705,24.04,69,13.55
25-Oct-10,3055.25,3074,3009.55,3019.5,3041.022458,71913,4012,218689048,23931,33.28,64.45,-35.75
26-Oct-10,3020,3039,3004,3019.85,3021.882722,83767,3572,253134050,34923,41.69,35,-0.15
27-Oct-10,3009,3009,2965,2984.25,2992.983993,101705,4128,304401437,48905,48.09,44,-24.75
28-Oct-10,2989,3028.05,2956,2974.65,2998.963074,70275,4254,210752130,11441,16.28,72.05,-14.35
29-Oct-10,2984,2997,2946.55,2969.6,2971.457636,78652,3836,233711086,15098,19.2,50.45,-14.4
1-Nov-10,2988.1,3025,2985.65,2994.65,3006.084814,18629,1265,56000354,5802,31.14,39.35,6.55
2-Nov-10,3006.95,3025,2983.55,3019.6,3007.039776,41030,2602,123378842,8386,20.44,41.45,12.65
3-Nov-10,3029,3045,3015,3024.05,3032.302988,38315,2231,116182689,6959,18.16,30,-4.95
4-Nov-10,3040.1,3085,3036,3076.55,3071.069261,66127,3351,203080597,26386,39.9,49,36.45
5-Nov-10,3076,3099,3070.05,3079.8,3080.683324,12707,1097,39146243,5010,39.43,28.95,3.8
8-Nov-10,3082,3082,3014,3023.65,3034.590071,70561,3010,214123710,27274,38.65,68,-58.35
9-Nov-10,3030,3070,3030,3052.1,3051.797302,51515,2594,157213338,13010,25.25,40,22.1
10-Nov-10,3038,3105,3032,3082.9,3070.606806,169016,5610,518981680,93611,55.39,73,44.9
11-Nov-10,3085.35,3085.35,3050.2,3055.15,3061.729265,54607,2114,167191850,21551,39.47,35.15,-30.2
12-Nov-10,3039,3039,2989,2999.25,3010.549159,102535,3368,308686658,58540,57.09,50,-39.75
15-Nov-10,2999.25,3036,2983.7,3024.25,3009.311695,49911,3201,150197756,11019,22.08,52.3,25
16-Nov-10,3022,3022,2944,2972.3,2979.169295,70906,2921,211240978,27748,39.13,78,-49.7
18-Nov-10,2975.25,3027,2972.3,3004.15,3005.12016,71829,4215,215854776,19194,26.72,54.7,28.9
19-Nov-10,2997,3008.5,2950,2966.45,2981.546935,67498,2992,201248455,33983,50.35,58.5,-30.55
22-Nov-10,2980,3069.7,2975,3042.1,3033.227552,93539,4133,283725072,37614,40.21,94.7,62.1
23-Nov-10,3029.7,3059.9,2979.7,3013.3,3020.192357,79680,4289,240648927,28063,35.22,80.2,-16.4
24-Nov-10,3013.15,3035,2981,3001,3007.651018,78878,2288,237237497,40997,51.98,54,-12.15
25-Nov-10,3017.4,3111,3011,3063.7,3077.045368,247071,9840,760248676,129192,52.29,100,46.3
26-Nov-10,3061.5,3104,3025,3040.55,3074.090514,102835,6102,316124098,29050,28.25,79,-20.95
29-Nov-10,3050.8,3094,3050.8,3064.85,3069.719886,73370,3054,225225348,27027,36.84,43.2,14.05
30-Nov-10,3054.6,3078,3015.15,3049.45,3044.85601,51809,3615,157750945,3659,7.06,62.85,-5.15
1-Dec-10,3040,3066,3035,3054.55,3053.111327,46296,2432,141346842,14306,30.9,31,14.55
2-Dec-10,3050,3109.85,3036.35,3095.45,3086.332324,200729,4819,619516401,132227,65.87,73.5,45.45
3-Dec-10,3101,3144.7,3101,3123,3128.92048,77226,5057,241634013,19618,25.4,43.7,22
6-Dec-10,3120,3171.8,3120,3145.45,3152.615426,84907,4002,267679118,36416,42.89,51.8,25.45
7-Dec-10,3142.3,3185.9,3140,3167.75,3165.120535,88895,4946,281363390,31340,35.26,45.9,25.45
8-Dec-10,3153,3164.45,3116,3134.6,3131.732002,42728,2731,133812645,10648,24.92,48.45,-18.4
9-Dec-10,3146,3182.9,3140,3151.55,3165.058833,71729,4401,227026505,21899,30.53,42.9,5.55
10-Dec-10,3150,3162,3125.1,3147.55,3144.267885,63236,3171,198830924,18207,28.79,36.9,-2.45
13-Dec-10,3149,3155.95,3075,3148.5,3117.564804,65768,3914,205036002,11784,17.92,80.95,-0.5
14-Dec-10,3161,3171.9,3126.45,3151.05,3147.381032,77529,3809,244013304,26838,34.62,45.45,-9.95
15-Dec-10,3153,3209,3150,3203.65,3196.335605,92463,4144,295542779,47039,50.87,59,50.65
16-Dec-10,3211.1,3296.95,3211.1,3292.3,3273.431605,137005,6547,448476497,61833,45.13,85.85,81.2
20-Dec-10,3225.15,3363,3225.15,3350.9,3332.853212,163774,7180,545834702,65290,39.87,137.85,125.75
21-Dec-10,3350,3370,3311,3329.25,3339.063551,89267,4741,298068186,25005,28.01,59,-20.75
22-Dec-10,3325.1,3357,3313.5,3336.9,3339.324609,63233,3508,211155513,13526,21.39,43.5,11.8
23-Dec-10,3340,3366,3330,3362.5,3360.008814,113006,3204,379701156,59617,52.76,36,22.5
24-Dec-10,3343.2,3378,3340,3368.5,3363.790416,90885,3049,305718092,38915,42.82,38,25.3
27-Dec-10,3360,3391,3360,3378.75,3380.962499,42372,2339,143258143,10104,23.85,31,18.75
28-Dec-10,3378,3386,3364.15,3381.85,3379.447715,55303,1911,186893597,31027,56.1,21.85,3.85
29-Dec-10,3377.15,3406.8,3372,3399.5,3393.496588,120027,2889,407311215,82773,68.96,34.8,22.35
30-Dec-10,3400,3447,3400,3440.5,3435.019576,116162,4570,399018744,62757,54.03,47,40.5
31-Dec-10,3427,3454,3406.4,3445,3432.105913,64959,4061,222946168,11468,17.65,47.6,18
3-Jan-11,3449,3458.85,3427,3452.9,3445.424991,48314,2797,166462263,13866,28.7,31.85,3.9
4-Jan-11,3453,3489.9,3453,3468,3475.226844,61042,3954,212134797,16148,26.45,36.9,15
5-Jan-11,3464.7,3476,3447,3467.65,3464.992952,39728,2708,137657240,8243,20.75,29,2.95
6-Jan-11,3473,3492,3444,3475.85,3473.07083,95764,3206,332595155,53913,56.3,48,2.85
7-Jan-11,3475,3493.95,3356,3366.5,3420.086561,97931,4933,334932497,21935,22.4,137.95,-108.5
10-Jan-11,3380,3441.8,3352,3396.65,3400.165103,155521,13426,528797077,29496,18.97,89.8,16.65
11-Jan-11,3384,3418.8,3290.25,3329.25,3345.326401,145456,9546,486597797,15998,11,128.55,-54.75
12-Jan-11,3348.15,3388,3321.05,3374.95,3361.599817,110477,6590,371379463,14714,13.32,66.95,26.8
13-Jan-11,3290,3290,3201,3212.3,3242.071787,439701,30054,1425542207,57456,13.07,89,-77.7
14-Jan-11,3206.8,3277,3190,3201.95,3234.353351,192675,13960,623179032,19769,10.26,87,-4.85
17-Jan-11,3200,3282,3192,3267.95,3242.760343,125475,8484,406885354,27607,22,90,67.95
18-Jan-11,3248,3332,3248,3318.15,3301.559123,218199,10137,720396899,77761,35.64,84,70.15
19-Jan-11,3306.8,3310,3237,3252,3264.491404,84576,5303,276097625,19449,23,73,-54.8
20-Jan-11,3238,3297.85,3221,3289.1,3270.341111,121538,5673,397470718,35614,29.3,76.85,51.1
21-Jan-11,3267,3277,3233,3248.75,3251.70629,54227,3432,176330277,9444,17.42,44,-18.25
24-Jan-11,3244.4,3287,3228.5,3278.2,3265.35484,54092,3609,176629574,7155,13.23,58.5,33.8
25-Jan-11,3275,3301,3235.35,3254.1,3276.495309,47641,4082,156095513,6413,13.46,65.65,-20.9
27-Jan-11,3266,3275,3186,3195.2,3206.669275,114500,5877,367163632,39187,34.22,89,-70.8
28-Jan-11,3204.05,3268.8,3145,3173.5,3214.02738,156211,11026,502066431,29045,18.59,123.8,-30.55
31-Jan-11,3139,3139,3091.55,3116.3,3114.659411,76450,5121,238115712,10219,13.37,47.45,-22.7
1-Feb-11,3133,3133,3047.05,3086.2,3080.865298,110117,7856,339255644,10998,9.99,85.95,-46.8
2-Feb-11,3121,3162,3069,3085.65,3124.601371,96433,5935,301314684,26538,27.52,93,-35.35
3-Feb-11,3087.1,3150,3087.1,3115.85,3119.299585,66492,4970,207408468,5797,8.72,62.9,28.75
4-Feb-11,3108.8,3122,3028.5,3046.35,3076.698821,86563,5039,266328280,15191,17.55,93.5,-62.45
7-Feb-11,3081,3111,3061,3089.05,3088.627617,73991,4596,228530646,15408,20.82,50,8.05
8-Feb-11,3100,3119.95,3075,3096.6,3099.361779,70731,4801,219220958,11408,16.13,44.95,-3.4
9-Feb-11,3093.9,3149,3067,3127,3097.233681,70579,4685,218599656,10292,14.58,82,33.1
10-Feb-11,3117,3117,3045.4,3056.05,3077.487029,66571,4542,204871389,9013,13.54,71.6,-60.95
11-Feb-11,3055,3067,3023,3040.6,3040.715896,62713,4241,190692416,7444,11.87,44,-14.4
14-Feb-11,3082,3118,3044,3104.55,3081.578872,58056,4254,178904143,9737,16.77,74,22.55
15-Feb-11,3104,3129.9,3077,3101,3103.262757,62122,3926,192780889,10019,16.13,52.9,-3
16-Feb-11,3096,3122,3082.8,3100.95,3101.450277,44768,2583,138845726,9306,20.79,39.2,4.95
17-Feb-11,3114,3129,3102.35,3111.2,3116.286119,46970,2660,146371959,7306,15.55,26.65,-2.8
18-Feb-11,3125,3145,3085.35,3096.4,3120.413622,89207,4157,278362738,19170,21.49,59.65,-28.6
21-Feb-11,3100,3175.1,3076.9,3161.2,3123.914547,73678,3691,230163776,19939,27.06,98.2,61.2
22-Feb-11,3144.85,3165,3115.3,3143.3,3138.712539,71401,4294,224107214,9332,13.07,49.7,-1.55
23-Feb-11,3109,3109,3075,3082.2,3090.576655,67184,3786,207637302,10834,16.13,34,-26.8
24-Feb-11,3060,3070,3006.2,3025.4,3035.011302,152891,6647,464025913,69606,45.53,63.8,-34.6
25-Feb-11,3027,3038.4,2973.9,3008.25,3006.201074,175662,7851,528075293,48113,27.39,64.5,-18.75
28-Feb-11,3020,3135,2983.05,3003.05,3036.267209,143824,8093,436688095,23545,16.37,151.95,-16.95
1-Mar-11,3035,3102,3008,3088,3060.416639,92267,5587,282375462,13349,14.47,94,53
3-Mar-11,3056,3056.1,3003.5,3025.7,3026.542977,96308,5828,291480301,20173,20.95,52.6,-30.3
4-Mar-11,3050,3089.8,3049.3,3062.9,3066.344407,99246,4145,304322417,39844,40.15,40.5,12.9
7-Mar-11,3042,3077.3,3026.1,3037.7,3049.493522,69464,4282,211830018,11418,16.44,51.2,-4.3
8-Mar-11,3034.8,3129,3022.2,3114.65,3092.77742,112544,6715,348073542,23134,20.56,106.8,79.85
9-Mar-11,3121.25,3134,3073.6,3095.25,3097.268999,96372,4525,298490008,31463,32.65,60.4,-26
10-Mar-11,3094,3097,3062.7,3087.45,3080.75444,42287,3376,130275863,6689,15.82,34.3,-6.55
11-Mar-11,3066,3079,3046.4,3054.45,3056.900883,169738,3776,518872242,114740,67.6,32.6,-11.55
14-Mar-11,3050,3109.9,3033.1,3099.25,3083.545832,83828,3663,258487480,36684,43.76,76.8,49.25
15-Mar-11,3039.8,3059,3008,3029.7,3031.702021,112659,5232,341548518,44440,39.45,51,-10.1
16-Mar-11,3029.95,3062,3024,3035.5,3046.698754,67991,4153,207148095,27369,40.25,38,5.55
17-Mar-11,2994,3002,2969.65,2981.25,2986.763645,150143,5797,448441654,63585,42.35,32.35,-12.75
18-Mar-11,2984.9,2995.75,2935.4,2941.55,2949.487364,165086,6277,486919071,74986,45.42,60.35,-43.35
21-Mar-11,2955,2955,2904.1,2922.15,2920.976114,94866,4732,277101320,25325,26.7,50.9,-32.85
22-Mar-11,2936,2957.95,2926.5,2943.4,2943.34018,108954,3217,320688686,64036,58.77,31.45,7.4
23-Mar-11,2933,2999,2929.8,2993.6,2978.453194,90438,4801,269365350,31009,34.29,69.2,60.6
24-Mar-11,2998.85,3014,2982,3004.9,3001.922578,112668,5572,338220613,36859,32.71,32,6.05
25-Mar-11,3033,3182,3033,3162,3127.925861,219669,12705,687108346,38950,17.73,149,129
28-Mar-11,3143.9,3157.9,3110.1,3139.55,3134.773833,95907,7072,300646754,17778,18.54,47.8,-4.35
29-Mar-11,3135,3189.7,3130.1,3172.05,3164.679871,90832,5468,287454202,16430,18.09,59.6,37.05
30-Mar-11,3175.2,3202,3156,3170.15,3184.436924,60823,3513,193687007,12785,21.02,46,-5.05
31-Mar-11,3180,3260.15,3166,3236.75,3227.497927,150259,9229,484960611,29267,19.48,94.15,56.75
1-Apr-11,3225,3254,3208,3218.2,3224.785956,66860,4145,215609189,12522,18.73,46,-6.8
